Timestamp,Location,SSID,Channel,Security,RSSI,Band,Status
2025-03-06 11:04:59,E1,eduroam,132,WPA2 Enterprise,-40 dBm,5GHz,hybrid
2025-03-06 11:04:59,E1,eduroam,11,WPA2 Enterprise,-46 dBm,2.4GHz,hybrid
2025-03-06 11:04:59,E1,eduroam,44,WPA2 Enterprise,-46 dBm,5GHz,hybrid
2025-03-06 11:04:59,E1,eduroam,100,WPA2 Enterprise,-72 dBm,5GHz,hybrid
2025-03-06 11:05:03,E1,ALMAWIFI,11,WPA2 Enterprise,-46 dBm,2.4GHz,hybrid
2025-03-06 11:05:03,E1,ALMAWIFI,44,WPA2 Enterprise,-42 dBm,5GHz,hybrid
2025-03-06 11:05:03,E1,ALMAWIFI,52,WPA2 Enterprise,-72 dBm,5GHz,hybrid
2025-03-06 11:05:03,E1,ALMAWIFI,100,WPA2 Enterprise,-74 dBm,5GHz,hybrid
2025-03-06 11:05:03,E1,ALMAWIFI,132,WPA2 Enterprise,-40 dBm,5GHz,hybrid
2025-03-06 11:05:03,E1,AndroidAP5362,11,WPA2 Personal,-87 dBm,2.4GHz,hybrid
2025-03-06 11:05:03,E1,BatWlan,6,WPA2 Personal,-60 dBm,2.4GHz,hybrid
2025-03-06 11:05:03,E1,TIM-45424657,112,WPA2 Personal,-86 dBm,5GHz,hybrid
2025-03-06 11:05:03,E1,TIM-45424657,11,WPA2 Personal,-85 dBm,2.4GHz,hybrid
2025-03-06 11:05:03,E1,WISPER,9,None,-89 dBm,2.4GHz,hybrid
2025-03-06 11:05:03,E1,eduroam,52,WPA2 Enterprise,-73 dBm,5GHz,hybrid
2025-03-06 11:05:03,E1,eduroam,132,WPA2 Enterprise,-40 dBm,5GHz,hybrid
2025-03-06 11:05:03,E1,eduroam,11,WPA2 Enterprise,-46 dBm,2.4GHz,hybrid
2025-03-06 11:05:03,E1,eduroam,44,WPA2 Enterprise,-41 dBm,5GHz,hybrid
2025-03-06 11:05:03,E1,eduroam,100,WPA2 Enterprise,-74 dBm,5GHz,hybrid
2025-03-06 11:05:06,E1,ALMAWIFI,11,WPA2 Enterprise,-39 dBm,2.4GHz,hybrid
2025-03-06 11:05:06,E1,ALMAWIFI,44,WPA2 Enterprise,-36 dBm,5GHz,hybrid
2025-03-06 11:05:06,E1,ALMAWIFI,52,WPA2 Enterprise,-78 dBm,5GHz,hybrid
2025-03-06 11:05:06,E1,ALMAWIFI,100,WPA2 Enterprise,-68 dBm,5GHz,hybrid
2025-03-06 11:05:06,E1,ALMAWIFI,132,WPA2 Enterprise,-40 dBm,5GHz,hybrid
2025-03-06 11:05:06,E1,AndroidAP5362,11,WPA2 Personal,-87 dBm,2.4GHz,hybrid
2025-03-06 11:05:06,E1,BatWlan,6,WPA2 Personal,-60 dBm,2.4GHz,hybrid
2025-03-06 11:05:06,E1,TIM-45424657,112,WPA2 Personal,-85 dBm,5GHz,hybrid
2025-03-06 11:05:06,E1,TIM-45424657,11,WPA2 Personal,-85 dBm,2.4GHz,hybrid
2025-03-06 11:05:06,E1,WISPER,9,None,-89 dBm,2.4GHz,hybrid
2025-03-06 11:05:06,E1,eduroam,52,WPA2 Enterprise,-78 dBm,5GHz,hybrid
2025-03-06 11:05:06,E1,eduroam,132,WPA2 Enterprise,-40 dBm,5GHz,hybrid
2025-03-06 11:05:06,E1,eduroam,11,WPA2 Enterprise,-39 dBm,2.4GHz,hybrid
2025-03-06 11:05:06,E1,eduroam,44,WPA2 Enterprise,-36 dBm,5GHz,hybrid
2025-03-06 11:05:06,E1,eduroam,100,WPA2 Enterprise,-67 dBm,5GHz,hybrid
2025-03-06 11:05:09,E1,ALMAWIFI,52,WPA2 Enterprise,-78 dBm,5GHz,hybrid
2025-03-06 11:05:09,E1,ALMAWIFI,132,WPA2 Enterprise,-38 dBm,5GHz,hybrid
2025-03-06 11:05:09,E1,ALMAWIFI,44,WPA2 Enterprise,-41 dBm,5GHz,hybrid
2025-03-06 11:05:09,E1,ALMAWIFI,11,WPA2 Enterprise,-41 dBm,2.4GHz,hybrid
2025-03-06 11:05:09,E1,ALMAWIFI,100,WPA2 Enterprise,-70 dBm,5GHz,hybrid
2025-03-06 11:05:09,E1,AndroidAP5362,11,WPA2 Personal,-84 dBm,2.4GHz,hybrid
2025-03-06 11:05:09,E1,BatWlan,1,WPA/WPA2 Personal,-82 dBm,2.4GHz,hybrid
2025-03-06 11:05:09,E1,DIRECT-1Gp0tEB28CC07GOfD,6,WPA2 Personal,-52 dBm,2.4GHz,hybrid
2025-03-06 11:05:09,E1,TIM-45424657,112,WPA2 Personal,-86 dBm,5GHz,hybrid
2025-03-06 11:05:09,E1,TIM-45424657,11,WPA2 Personal,-81 dBm,2.4GHz,hybrid
2025-03-06 11:05:09,E1,TIM-66276579,7,WPA2 Personal,-93 dBm,2.4GHz,hybrid
2025-03-06 11:05:09,E1,WISPER,9,None,-89 dBm,2.4GHz,hybrid
2025-03-06 11:05:09,E1,eduroam,52,WPA2 Enterprise,-79 dBm,5GHz,hybrid
2025-03-06 11:05:09,E1,eduroam,11,WPA2 Enterprise,-42 dBm,2.4GHz,hybrid
2025-03-06 11:05:09,E1,eduroam,100,WPA2 Enterprise,-71 dBm,5GHz,hybrid
2025-03-06 11:05:09,E1,eduroam,132,WPA2 Enterprise,-38 dBm,5GHz,hybrid
2025-03-06 11:05:09,E1,eduroam,9,WPA2 Enterprise,-85 dBm,2.4GHz,hybrid
2025-03-06 11:05:13,E1,ALMAWIFI,52,WPA2 Enterprise,-85 dBm,5GHz,hybrid
2025-03-06 11:05:13,E1,ALMAWIFI,44,WPA2 Enterprise,-41 dBm,5GHz,hybrid
2025-03-06 11:05:13,E1,ALMAWIFI,1,WPA2 Enterprise,-45 dBm,2.4GHz,hybrid
2025-03-06 11:05:13,E1,ALMAWIFI,132,WPA2 Enterprise,-47 dBm,5GHz,hybrid
2025-03-06 11:05:13,E1,ALMAWIFI,100,WPA2 Enterprise,-70 dBm,5GHz,hybrid
2025-03-06 11:05:13,E1,AndroidAP5362,11,WPA2 Personal,-81 dBm,2.4GHz,hybrid
2025-03-06 11:05:13,E1,BatWlan,1,WPA/WPA2 Personal,-82 dBm,2.4GHz,hybrid
2025-03-06 11:05:13,E1,DIRECT-1Gp0tEB28CC07GOfD,6,WPA2 Personal,-56 dBm,2.4GHz,hybrid
2025-03-06 11:05:13,E1,TIM-45424657,112,WPA2 Personal,-86 dBm,5GHz,hybrid
2025-03-06 11:05:13,E1,TIM-45424657,11,WPA2 Personal,-81 dBm,2.4GHz,hybrid
2025-03-06 11:05:13,E1,TIM-66276579,7,WPA2 Personal,-93 dBm,2.4GHz,hybrid
2025-03-06 11:05:13,E1,WISPER,9,None,-85 dBm,2.4GHz,hybrid
2025-03-06 11:05:13,E1,eduroam,52,WPA2 Enterprise,-79 dBm,5GHz,hybrid
2025-03-06 11:05:13,E1,eduroam,1,WPA2 Enterprise,-45 dBm,2.4GHz,hybrid
2025-03-06 11:05:13,E1,eduroam,100,WPA2 Enterprise,-69 dBm,5GHz,hybrid
2025-03-06 11:05:13,E1,eduroam,132,WPA2 Enterprise,-47 dBm,5GHz,hybrid
2025-03-06 11:05:13,E1,eduroam,9,WPA2 Enterprise,-86 dBm,2.4GHz,hybrid
2025-03-06 11:05:17,E1,ALMAWIFI,52,WPA2 Enterprise,-81 dBm,5GHz,hybrid
2025-03-06 11:05:17,E1,ALMAWIFI,132,WPA2 Enterprise,-43 dBm,5GHz,hybrid
2025-03-06 11:05:17,E1,ALMAWIFI,44,WPA2 Enterprise,-40 dBm,5GHz,hybrid
2025-03-06 11:05:17,E1,ALMAWIFI,11,WPA2 Enterprise,-45 dBm,2.4GHz,hybrid
2025-03-06 11:05:17,E1,ALMAWIFI,100,WPA2 Enterprise,-64 dBm,5GHz,hybrid
2025-03-06 11:05:17,E1,AndroidAP5362,11,WPA2 Personal,-81 dBm,2.4GHz,hybrid
2025-03-06 11:05:17,E1,BatWlan,1,WPA/WPA2 Personal,-82 dBm,2.4GHz,hybrid
2025-03-06 11:05:17,E1,DIRECT-1Gp0tEB28CC07GOfD,6,WPA2 Personal,-53 dBm,2.4GHz,hybrid
2025-03-06 11:05:17,E1,TIM-45424657,112,WPA2 Personal,-86 dBm,5GHz,hybrid
2025-03-06 11:05:17,E1,TIM-45424657,11,WPA2 Personal,-81 dBm,2.4GHz,hybrid
2025-03-06 11:05:17,E1,TIM-66276579,7,WPA2 Personal,-93 dBm,2.4GHz,hybrid
2025-03-06 11:05:17,E1,WISPER,9,None,-87 dBm,2.4GHz,hybrid
2025-03-06 11:05:17,E1,eduroam,52,WPA2 Enterprise,-82 dBm,5GHz,hybrid
2025-03-06 11:05:17,E1,eduroam,11,WPA2 Enterprise,-45 dBm,2.4GHz,hybrid
2025-03-06 11:05:17,E1,eduroam,100,WPA2 Enterprise,-64 dBm,5GHz,hybrid
2025-03-06 11:05:17,E1,eduroam,132,WPA2 Enterprise,-43 dBm,5GHz,hybrid
2025-03-06 11:05:17,E1,eduroam,9,WPA2 Enterprise,-86 dBm,2.4GHz,hybrid
2025-03-06 11:05:20,E1,ALMAWIFI,132,WPA2 Enterprise,-37 dBm,5GHz,hybrid
2025-03-06 11:05:20,E1,ALMAWIFI,52,WPA2 Enterprise,-81 dBm,5GHz,hybrid
2025-03-06 11:05:20,E1,ALMAWIFI,44,WPA2 Enterprise,-47 dBm,5GHz,hybrid
2025-03-06 11:05:20,E1,ALMAWIFI,1,WPA2 Enterprise,-46 dBm,2.4GHz,hybrid
2025-03-06 11:05:20,E1,ALMAWIFI,64,WPA2 Enterprise,-66 dBm,5GHz,hybrid
2025-03-06 11:05:20,E1,AndroidAP5362,11,WPA2 Personal,-81 dBm,2.4GHz,hybrid
